"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","group","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage","propensity"
"IT-693247-01","IT-693247-A",1921,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,23,"1.858"
"IT-696428-01","IT-696428-A",1938,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,20,"1.859"
"IT-706669-01","IT-706669-A",1934,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,25,"1.860"
"IT-706669-02","IT-706669-A",1939,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,20,"1.861"
"IT-718669-01","IT-718669-A",1933,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,30,"1.862"
"IT-747018-01","IT-747018-A",1935,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,34,"1.863"
"IT-767797-01","IT-767797-A",1938,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,23,"1.864"
"IT-769996-01","IT-769996-A",1933,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,11,33,"1.865"
"IT-769996-02","IT-769996-A",1937,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7,29,"1.866"
"IT-781499-02","IT-781499-A",1942,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,22,"1.867"
"IT-783606-01","IT-783606-A",1939,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,28,"1.868"
"IT-783653-01","IT-783653-A",1941,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,27,"1.869"
"IT-788948-03","IT-788948-A",1920,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,24,"1.870"
"IT-790540-01","IT-790540-A",1941,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,NA,"1.871"
"IT-806884-02","IT-806884-A",1938,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,27,"1.872"
"IT-807291-02","IT-807291-A",1925,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,20,"1.873"
"IT-809935-01","IT-809935-A",1928,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,NA,"1.874"
"IT-819287-01","IT-819287-A",1939,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,25,"1.875"
"IT-820126-01","IT-820126-A",1936,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,23,"1.876"
"IT-820126-02","IT-820126-A",1938,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,21,"1.877"
"IT-822010-02","IT-822010-A",1943,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,26,"1.878"
"IT-824615-01","IT-824615-A",1939,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,29,"1.879"
"IT-826444-02","IT-826444-A",1924,"Male","Italy",0,0,1,TRUE,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,26,"1.880"
"IT-828279-01","IT-828279-A",1933,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,40,"1.881"
"IT-843563-01","IT-843563-A",1941,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,24,"1.882"
"IT-843563-02","IT-843563-A",1938,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,27,"1.883"
"IT-861917-01","IT-861917-A",1938,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,29,"1.884"
"IT-873020-01","IT-873020-A",1937,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7,27,"1.885"
"IT-881968-01","IT-881968-A",1931,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,24,"1.886"
"IT-897379-01","IT-897379-A",1939,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,27,"1.887"
"IT-902899-01","IT-902899-A",1938,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,28,"1.888"
"IT-904115-02","IT-904115-A",1923,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,36,"1.889"
"IT-919105-01","IT-919105-A",1939,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,30,"1.890"
"IT-963068-01","IT-963068-A",1923,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,22,"1.891"
"IT-963068-02","IT-963068-A",1926,"Female","Italy",1,0,0,TRUE,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,19,"1.892"
"IT-963131-01","IT-963131-A",1929,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,27,"1.893"
"IT-964521-02","IT-964521-A",1942,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,29,"1.894"
"IT-970288-01","IT-970288-A",1934,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,20,"1.895"
"IT-975400-01","IT-975400-A",1930,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,31,"1.896"
"IT-975400-02","IT-975400-A",1927,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,34,"1.897"
"IT-979245-01","IT-979245-A",1928,"Male","Italy",0,1,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,28,"1.898"
"IT-995139-01","IT-995139-A",1942,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,27,"1.899"
"IT-998909-01","IT-998909-A",1930,"Female","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,26,"1.900"
"IT-998909-02","IT-998909-A",1921,"Male","Italy",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,35,"1.901"
"NL-003293-01","NL-003293-A",1935,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,29,"1.902"
"NL-013117-01","NL-013117-A",1925,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,28,"1.903"
"NL-014710-01","NL-014710-A",1938,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,22,"1.904"
"NL-014710-02","NL-014710-A",1936,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,24,"1.905"
"NL-031643-01","NL-031643-A",1928,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,24,"1.906"
"NL-037029-02","NL-037029-A",1942,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,23,"1.907"
"NL-038405-01","NL-038405-A",1920,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,24,25,"1.908"
"NL-046563-01","NL-046563-A",1935,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,34,"1.909"
"NL-048862-01","NL-048862-A",1927,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,29,"1.910"
"NL-068392-02","NL-068392-A",1931,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,30,"1.911"
"NL-078931-01","NL-078931-A",1936,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,24,"1.912"
"NL-078931-02","NL-078931-A",1938,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,22,"1.913"
"NL-081748-01","NL-081748-A",1943,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,26,"1.914"
"NL-105500-02","NL-105500-A",1940,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,28,"1.915"
"NL-110309-02","NL-110309-A",1936,"Male","Netherlands",1,0,1,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,28,"1.916"
"NL-115903-01","NL-115903-A",1941,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,32,"1.917"
"NL-117925-01","NL-117925-A",1936,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,8,39,"1.918"
"NL-125383-01","NL-125383-A",1927,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,NA,"1.919"
"NL-155878-01","NL-155878-A",1921,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,25,"1.920"
"NL-164325-02","NL-164325-A",1937,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,22,"1.921"
"NL-166209-02","NL-166209-A",1941,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,NA,"1.922"
"NL-175677-01","NL-175677-A",1932,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,23,"1.923"
"NL-175677-02","NL-175677-A",1932,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,23,"1.924"
"NL-177612-01","NL-177612-A",1943,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,24,"1.925"
"NL-187608-02","NL-187608-A",1940,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,21,"1.926"
"NL-191450-01","NL-191450-A",1937,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,25,"1.927"
"NL-195451-01","NL-195451-A",1930,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,24,"1.928"
"NL-208516-01","NL-208516-A",1931,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,24,"1.929"
"NL-212586-01","NL-212586-A",1932,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,26,"1.930"
"NL-225583-01","NL-225583-A",1930,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,NA,"1.931"
"NL-239876-01","NL-239876-A",1937,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,25,"1.932"
"NL-244936-01","NL-244936-A",1927,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17,24,"1.933"
"NL-259273-02","NL-259273-A",1940,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,22,"1.934"
"NL-263258-02","NL-263258-A",1942,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,21,21,21,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,24,"1.935"
"NL-264234-01","NL-264234-A",1935,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25,"1.936"
"NL-264234-02","NL-264234-A",1938,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,22,"1.937"
"NL-276161-01","NL-276161-A",1938,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,NA,"1.938"
"NL-278744-01","NL-278744-A",1941,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,23,"1.939"
"NL-290842-02","NL-290842-A",1941,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,25,"1.940"
"NL-305579-02","NL-305579-A",1926,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,18,24,"1.941"
"NL-311339-01","NL-311339-A",1933,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,25,"1.942"
"NL-312589-02","NL-312589-A",1941,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,28,"1.943"
"NL-325449-01","NL-325449-A",1940,"Female","Netherlands",0,0,1,TRUE,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,24,"1.944"
"NL-352863-01","NL-352863-A",1940,"Female","Netherlands",0,0,1,TRUE,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,4,NA,"1.945"
"NL-371218-02","NL-371218-A",1927,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,25,"1.946"
"NL-371446-01","NL-371446-A",1934,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,28,"1.947"
"NL-371883-02","NL-371883-A",1941,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,30,"1.948"
"NL-372537-01","NL-372537-A",1940,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,25,"1.949"
"NL-372537-02","NL-372537-A",1939,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,26,"1.950"
"NL-374336-01","NL-374336-A",1928,"Female","Netherlands",1,0,0,TRUE,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,16,20,"1.951"
"NL-377065-02","NL-377065-A",1928,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,27,"1.952"
"NL-383536-01","NL-383536-A",1933,"Male","Netherlands",1,0,0,TRUE,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,31,"1.953"
