"mergeid","hhid3","yrbirth","gender","country","evac","pow","camp","state.15","state.16","state.17","state.18","state.19","state.20","state.21","state.22","state.23","state.24","state.25","state.26","state.27","state.28","state.29","state.30","state.31","state.32","state.33","state.34","state.35","state.36","state.37","state.38","state.39","state.40","state.41","state.42","state.43","state.44","state.45","state.46","state.47","state.48","state.49","state.50","state.51","state.52","state.53","state.54","state.55","state.56","state.57","state.58","state.59","state.60","WW_age","marage"
"CZ-511157-01","CZ-511157-A",1924,"Female","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,23
"CZ-585011-01","CZ-585011-A",1923,"Female","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,NA
"CZ-586018-01","CZ-586018-A",1932,"Male","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,24
"CZ-594886-01","CZ-594886-A",1930,"Male","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,NA
"CZ-598402-01","CZ-598402-A",1930,"Female","Czech Republic",1,0,0,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,20
"CZ-626505-01","CZ-626505-A",1932,"Female","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,12,23
"CZ-633250-01","CZ-633250-A",1926,"Female","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,NA
"CZ-639675-01","CZ-639675-A",1937,"Female","Czech Republic",1,0,0,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,18
"CZ-657827-02","CZ-657827-A",1938,"Female","Czech Republic",0,0,1,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,24
"CZ-922600-02","CZ-922600-A",1923,"Male","Czech Republic",0,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,NA
"CZ-936277-02","CZ-936277-A",1937,"Male","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,24
"CZ-988770-01","CZ-988770-A",1922,"Female","Czech Republic",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,26
"DE-002106-01","DE-002106-A",1930,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,32
"DE-002106-02","DE-002106-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23
"DE-002920-01","DE-002920-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,22
"DE-018896-01","DE-018896-A",1922,"Male","Germany",1,1,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,23
"DE-020465-01","DE-020465-A",1923,"Male","Germany",0,1,0,10,10,10,10,10,10,10,20,20,20,20,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,26
"DE-020465-02","DE-020465-A",1925,"Female","Germany",1,0,0,10,10,10,10,10,20,20,20,20,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,24
"DE-023922-01","DE-023922-A",1937,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,29
"DE-028594-01","DE-028594-A",1940,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,20,20,20,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,27
"DE-029754-01","DE-029754-A",1934,"Female","Germany",1,0,0,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,18
"DE-033452-01","DE-033452-A",1931,"Male","Germany",1,1,0,10,10,10,10,10,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,21
"DE-033452-02","DE-033452-A",1933,"Female","Germany",1,0,0,10,10,10,20,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,19
"DE-035911-02","DE-035911-A",1926,"Male","Germany",0,1,0,10,10,10,10,10,11,11,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,23
"DE-038313-02","DE-038313-A",1942,"Female","Germany",1,0,0,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,20
"DE-041055-02","DE-041055-A",1932,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,12,33
"DE-046474-01","DE-046474-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,24
"DE-046474-02","DE-046474-A",1940,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,25
"DE-048781-02","DE-048781-A",1934,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,25
"DE-057101-01","DE-057101-A",1922,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,22,26
"DE-058393-01","DE-058393-A",1932,"Female","Germany",1,0,0,10,10,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,31,31,31,31,31,11,11,11,11,11,11,11,11,12,20
"DE-062443-01","DE-062443-A",1927,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,28
"DE-062443-02","DE-062443-A",1929,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,26
"DE-065345-01","DE-065345-A",1937,"Female","Germany",1,0,0,10,10,10,10,10,10,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,25
"DE-065345-02","DE-065345-A",1936,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,26
"DE-066013-01","DE-066013-A",1942,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,27
"DE-072057-01","DE-072057-A",1923,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,30
"DE-072335-01","DE-072335-A",1933,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,23
"DE-079800-01","DE-079800-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23
"DE-090270-02","DE-090270-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,21
"DE-092185-01","DE-092185-A",1942,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,11,11,11,11,11,11,11,11,11,11,21,21,21,21,21,21,21,21,21,21,21,11,11,11,11,11,11,11,11,11,11,2,23
"DE-092760-02","DE-092760-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,24
"DE-098124-02","DE-098124-A",1942,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,33
"DE-100831-04","DE-100831-B",1928,"Female","Germany",1,0,0,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,19
"DE-108100-01","DE-108100-A",1921,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,23,23
"DE-108166-01","DE-108166-A",1943,"Female","Germany",1,0,0,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,21
"DE-114971-02","DE-114971-A",1937,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,31
"DE-115628-01","DE-115628-A",1930,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,26
"DE-119096-01","DE-119096-A",1933,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,32
"DE-129418-01","DE-129418-A",1928,"Male","Germany",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,22
"DE-130164-01","DE-130164-A",1942,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2,24
"DE-132127-02","DE-132127-A",1931,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,25
"DE-134124-01","DE-134124-A",1928,"Male","Germany",1,1,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,16,25
"DE-138252-02","DE-138252-A",1944,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,23
"DE-141608-01","DE-141608-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,11,11,11,11,11,11,11,11,11,11,3,20
"DE-142181-02","DE-142181-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,23
"DE-147536-01","DE-147536-A",1941,"Female","Germany",1,0,0,10,10,10,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,3,19
"DE-147536-02","DE-147536-A",1931,"Male","Germany",1,0,0,10,10,10,10,10,10,31,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,13,21
"DE-150831-01","DE-150831-A",1926,"Male","Germany",0,1,0,10,10,10,10,10,10,30,30,30,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,11,31,31,31,31,11,18,21
"DE-153644-01","DE-153644-A",1935,"Female","Germany",1,0,0,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,21
"DE-163863-01","DE-163863-A",1931,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,29
"DE-175545-01","DE-175545-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23
"DE-175955-01","DE-175955-A",1940,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,25
"DE-175955-02","DE-175955-A",1944,"Female","Germany",1,0,0,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,21
"DE-179126-01","DE-179126-A",1936,"Female","Germany",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,22
"DE-182636-01","DE-182636-A",1933,"Female","Germany",1,0,0,10,10,10,10,10,10,11,11,11,11,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,26
"DE-185614-01","DE-185614-A",1927,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,28
"DE-188870-01","DE-188870-A",1938,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,24
"DE-194288-01","DE-194288-A",1924,"Female","Germany",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,20,21
"DE-194966-01","DE-194966-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,23
"DE-208865-01","DE-208865-A",1935,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,9,23
"DE-209422-01","DE-209422-A",1940,"Female","Germany",1,0,0,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,22
"DE-209422-02","DE-209422-A",1934,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,28
"DE-211224-02","DE-211224-A",1923,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,21,23
"DE-222478-01","DE-222478-A",1936,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,27
"DE-222861-01","DE-222861-A",1915,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,29,24
"DE-226536-02","DE-226536-A",1941,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,26
"DE-230120-01","DE-230120-A",1944,"Male","Germany",1,0,1,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,41
"DE-237007-01","DE-237007-A",1938,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,31
"DE-237611-01","DE-237611-A",1935,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,9,25
"DE-238105-01","DE-238105-A",1937,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,24
"DE-241206-01","DE-241206-A",1933,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,11,33
"DE-241206-02","DE-241206-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,20,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,25
"DE-244523-01","DE-244523-A",1940,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,33
"DE-244523-02","DE-244523-A",1941,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,32
"DE-248984-02","DE-248984-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,24
"DE-249720-01","DE-249720-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,20,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,23
"DE-249720-02","DE-249720-A",1940,"Female","Germany",1,0,0,10,10,10,10,10,10,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,4,21
"DE-250489-01","DE-250489-A",1940,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,NA
"DE-251605-01","DE-251605-A",1939,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,5,24
"DE-252047-01","DE-252047-A",1912,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,23
"DE-259336-01","DE-259336-A",1943,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1,42
"DE-261451-01","DE-261451-A",1931,"Male","Germany",1,0,0,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,21
"DE-264918-01","DE-264918-A",1926,"Female","Germany",1,0,0,10,10,10,10,10,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,18,20
"DE-270760-02","DE-270760-A",1934,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31
"DE-272902-02","DE-272902-A",1938,"Female","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,21,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,38
"DE-273426-01","DE-273426-A",1925,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,19,29
"DE-276858-01","DE-276858-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,6,30
"DE-277843-02","DE-277843-A",1937,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,7,24
"DE-278015-01","DE-278015-A",1929,"Male","Germany",0,1,0,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,22
"DE-284581-01","DE-284581-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,29
"DE-285002-02","DE-285002-A",1938,"Male","Germany",1,0,0,10,10,10,10,10,10,10,10,10,10,10,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,26
"DE-291245-01","DE-291245-A",1927,"Male","Germany",0,1,0,10,10,10,10,10,10,10,10,10,10,10,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,17,26
"DE-294588-02","DE-294588-A",1941,"Female","Germany",1,1,0,10,10,10,10,10,11,11,11,11,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,3,24
"DE-297563-01","DE-297563-A",1938,"Female","Germany",1,0,0,10,10,10,10,10,10,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,6,21
